id,name,content_type_id,codename
25,Can add privacy policy,7,add_privacypolicy
26,Can change privacy policy,7,change_privacypolicy
27,Can delete privacy policy,7,delete_privacypolicy
28,Can view privacy policy,7,view_privacypolicy
29,Can add custom user,8,add_customuser
30,Can change custom user,8,change_customuser
31,Can delete custom user,8,delete_customuser
32,Can view custom user,8,view_customuser
33,Can add blacklisted token,9,add_blacklistedtoken
34,Can change blacklisted token,9,change_blacklistedtoken
35,Can delete blacklisted token,9,delete_blacklistedtoken
36,Can view blacklisted token,9,view_blacklistedtoken
37,Can add outstanding token,10,add_outstandingtoken
38,Can change outstanding token,10,change_outstandingtoken
39,Can delete outstanding token,10,delete_outstandingtoken
40,Can view outstanding token,10,view_outstandingtoken
41,Can add any gas pipeline crossing attachment,11,add_anygaspipelinecrossingattachment
42,Can change any gas pipeline crossing attachment,11,change_anygaspipelinecrossingattachment
43,Can delete any gas pipeline crossing attachment,11,delete_anygaspipelinecrossingattachment
44,Can view any gas pipeline crossing attachment,11,view_anygaspipelinecrossingattachment
45,Can add any transmission line crossing permission attachment,12,add_anytransmissionlinecrossingpermissionattachment
46,Can change any transmission line crossing permission attachment,12,change_anytransmissionlinecrossingpermissionattachment
47,Can delete any transmission line crossing permission attachment,12,delete_anytransmissionlinecrossingpermissionattachment
48,Can view any transmission line crossing permission attachment,12,view_anytransmissionlinecrossingpermissionattachment
49,Can add any transmission line shifting permission attachment,13,add_anytransmissionlineshiftingpermissionattachment
50,Can change any transmission line shifting permission attachment,13,change_anytransmissionlineshiftingpermissionattachment
51,Can delete any transmission line shifting permission attachment,13,delete_anytransmissionlineshiftingpermissionattachment
52,Can view any transmission line shifting permission attachment,13,view_anytransmissionlineshiftingpermissionattachment
53,Can add approvals required for transmission attachment,14,add_approvalsrequiredfortransmissionattachment
54,Can change approvals required for transmission attachment,14,change_approvalsrequiredfortransmissionattachment
55,Can delete approvals required for transmission attachment,14,delete_approvalsrequiredfortransmissionattachment
56,Can view approvals required for transmission attachment,14,view_approvalsrequiredfortransmissionattachment
57,Can add canal crossing attachment,15,add_canalcrossingattachment
58,Can change canal crossing attachment,15,change_canalcrossingattachment
59,Can delete canal crossing attachment,15,delete_canalcrossingattachment
60,Can view canal crossing attachment,15,view_canalcrossingattachment
61,Can add coordinate verification attachment,16,add_coordinateverificationattachment
62,Can change coordinate verification attachment,16,change_coordinateverificationattachment
63,Can delete coordinate verification attachment,16,delete_coordinateverificationattachment
64,Can view coordinate verification attachment,16,view_coordinateverificationattachment
65,Can add developer permission attachment,17,add_developerpermissionattachment
66,Can change developer permission attachment,17,change_developerpermissionattachment
67,Can delete developer permission attachment,17,delete_developerpermissionattachment
68,Can view developer permission attachment,17,view_developerpermissionattachment
69,Can add dilr attachment,18,add_dilrattachment
70,Can change dilr attachment,18,change_dilrattachment
71,Can delete dilr attachment,18,delete_dilrattachment
72,Can view dilr attachment,18,view_dilrattachment
73,Can add encumbrance noc attachment,19,add_encumbrancenocattachment
74,Can change encumbrance noc attachment,19,change_encumbrancenocattachment
75,Can delete encumbrance noc attachment,19,delete_encumbrancenocattachment
76,Can view encumbrance noc attachment,19,view_encumbrancenocattachment
77,Can add gram panchayat permission attachment,20,add_grampanchayatpermissionattachment
78,Can change gram panchayat permission attachment,20,change_grampanchayatpermissionattachment
79,Can delete gram panchayat permission attachment,20,delete_grampanchayatpermissionattachment
80,Can view gram panchayat permission attachment,20,view_grampanchayatpermissionattachment
81,Can add land approach road attachment,21,add_landapproachroadattachment
82,Can change land approach road attachment,21,change_landapproachroadattachment
83,Can delete land approach road attachment,21,delete_landapproachroadattachment
84,Can view land approach road attachment,21,view_landapproachroadattachment
85,Can add land approved report attachment,22,add_landapprovedreportattachment
86,Can change land approved report attachment,22,change_landapprovedreportattachment
87,Can delete land approved report attachment,22,delete_landapprovedreportattachment
88,Can view land approved report attachment,22,view_landapprovedreportattachment
89,Can add land attach approval report attachment,23,add_landattachapprovalreportattachment
90,Can change land attach approval report attachment,23,change_landattachapprovalreportattachment
91,Can delete land attach approval report attachment,23,delete_landattachapprovalreportattachment
92,Can view land attach approval report attachment,23,view_landattachapprovalreportattachment
93,Can add land bank master,24,add_landbankmaster
94,Can change land bank master,24,change_landbankmaster
95,Can delete land bank master,24,delete_landbankmaster
96,Can view land bank master,24,view_landbankmaster
97,Can add land bank location,25,add_landbanklocation
98,Can change land bank location,25,change_landbanklocation
99,Can delete land bank location,25,delete_landbanklocation
100,Can view land bank location,25,view_landbanklocation
101,Can add land bank approve action,26,add_landbankapproveaction
102,Can change land bank approve action,26,change_landbankapproveaction
103,Can delete land bank approve action,26,delete_landbankapproveaction
104,Can view land bank approve action,26,view_landbankapproveaction
105,Can add land bank reject action,27,add_landbankrejectaction
106,Can change land bank reject action,27,change_landbankrejectaction
107,Can delete land bank reject action,27,delete_landbankrejectaction
108,Can view land bank reject action,27,view_landbankrejectaction
109,Can add land category,28,add_landcategory
110,Can change land category,28,change_landcategory
111,Can delete land category,28,delete_landcategory
112,Can view land category,28,view_landcategory
113,Can add land co ordinates attachment,29,add_landcoordinatesattachment
114,Can change land co ordinates attachment,29,change_landcoordinatesattachment
115,Can delete land co ordinates attachment,29,delete_landcoordinatesattachment
116,Can view land co ordinates attachment,29,view_landcoordinatesattachment
117,Can add land key plan attachment,30,add_landkeyplanattachment
118,Can change land key plan attachment,30,change_landkeyplanattachment
119,Can delete land key plan attachment,30,delete_landkeyplanattachment
120,Can view land key plan attachment,30,view_landkeyplanattachment
121,Can add land lease deed attachment,31,add_landleasedeedattachment
122,Can change land lease deed attachment,31,change_landleasedeedattachment
123,Can delete land lease deed attachment,31,delete_landleasedeedattachment
124,Can view land lease deed attachment,31,view_landleasedeedattachment
125,Can add land location attachment,32,add_landlocationattachment
126,Can change land location attachment,32,change_landlocationattachment
127,Can delete land location attachment,32,delete_landlocationattachment
128,Can view land location attachment,32,view_landlocationattachment
129,Can add land sfa data,33,add_landsfadata
130,Can change land sfa data,33,change_landsfadata
